data_id,brand,price,rating,href,stars,comment,target;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Oke,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Tốt,1;
"305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,2,""Máy mới mua sài mau nóng máy quá.không biết có bảo hành cho máy khác không nóng không.mới gọi nói chuyện có mấy phút mà máy nóng.sài lâu vậy ảnh hưởng tới linh kiện,pin và màn hình quá."",-1";
"305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,""Điện thoại hơn nhanh hết pin, còn lại thì rất ok"",1";
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,1,Mới mua. Ngày 28/02. Sài màng hình đơ đơ cái cúp nguồn. Thường xuyên. Hôm nay mới gủi bảo hành.,-1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Nhân viên phục vụ tốt. Sp đẹp,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Rất tuyệt vời,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,1,Máy mới mua chưa được 1 ngày thì thấy ở viền nắp lưng sau hở tương đối nhiều so với nhưng cái iphone 15promax khác nhưng kh đc đổi máy mới. Nhân viên đưa địa chỉ đi thẩm định để được đổi máy mới thì chỗ đó không thẩm định. Mua ở ĐMX nhiều lần rồi nhưng lần này thì quá thấy vọng. Vậy chính sách đổi trả trong vòng 30 ngày thì để làm gì,-1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,4,Sản phẩm 9 điểm nhân viên 10 điểm,1;
"305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,""Sản phẩm dùng tooys. Màu đẹp, sang trọng"",1";
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Xinh phết,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Tốt,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,4,Dc,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,Rất tốt,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,4,,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,4,,1;
305659,iPhone (Apple) ,37490000.0,24,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro-max-512gb/danh-gia,5,,1;
"299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,""Máy dùng mượt, cầm vừa tay, màu titan tự nhiên rất đẹp, phân vân 15 pro max với 15 pro, nhưng khi cầm trên tay 15 pro max bị lớn quá..."",1";
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,4,Thái độ phục vụ tốt,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,3,15 pro của mình không thể tắt tự chỉnh độ sáng. Tắt True Tone nhưng độ sáng vẫn tự điều chỉnh. Đây là lỗi sản xuất hay tại sao nhỉ,0;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,3,Mau hết pin..gọi video call mau nóng,0;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,3,Đôi khi còn hơi lag,0;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Cảm ơn hiện tại mấy vẫn rất mượt,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Rất tốt,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Rất tốt,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Cho mình hỏi sao nhạc chuông ip15pro mặc định k giống như những dòng khác nhỉ,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,4,ok rất cảm ơn,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,4,Mơi mua ở tgdd nữa tháng xài thì ok nhưng sao sạc nóng máy quá,1;
"299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,""Máy xài rất OK, pin tốt, nhân viên nhiệt tình 10 điểm"",1";
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,4,Mới mua 1 sài rất ok nhưng tại sao sài 1 lúc là dt nóng quá,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Cảm ơn cực tốt,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Màu titan đẹp .cảm giác cầm nắm thoải mái .mọi tác vụ rất mượt với e chip a17 pro,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Xài tạm dc để một thời gian nữa xem sao,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,K,1;
299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,Nhân viên quá tuyệt vời máy thì cần trải nghiệm thêm,1;
"299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,""máy sử dụng rất OK , mượt mà, chạy nhanh, màn hình siêu nét, camera k có gì để chê. nếu mọi ng cần chụp gần thì nên mua 3 camera chứ đừng mua 2 camera của iphone, không chụp gần macro dc."",1";
"299033,iPhone (Apple) ,25990000.0,17,https://www.dienmayxanh.com/dien-thoai/iphone-15-pro/danh-gia,5,""Trải nghiệm sau 1 tháng 15 Pro cảm thấy xứng đáng với đồng tiền bỏ ra. Mới đầu còn hơi xót pin do tụt nhanh quá, dùng đủ các tác vụ mạng xã hội, quay, chụp, youtube, mình bật luôn chế độ always on display... thì pin được hơn 6 tiếng đó là dùng liên tục, còn nếu dùng lúc vừa đi học, đi làm thì yên tâm là đủ sài cả ngày Nhưng dần dần với cái sạc nhanh 20w thì ngồi tầm 1 tiếng hơn là đầy pin lại rồi, nên chẳng còn vấn đề gì nữa. Máy siêu mượt, màn hình đẹp, 120hz, nhỏ gọn, mát, chỉ bị nóng khi quay chụp nhiều, nhưng công nhận 15 Pro quay video thì phải gọi là siêu đẹp."",1";
303891,iPhone (Apple) ,23490000.0,27,https://www.dienmayxanh.com/dien-thoai/iphone-15-plus/danh-gia,5,mát mượt xài rất tốt giá ok hợp lý,1;
303891,iPhone (Apple) ,23490000.0,27,https://www.dienmayxanh.com/dien-thoai/iphone-15-plus/danh-gia,3,Cho hỏi mới mua sạc chu kì mới 28 lần mà đã tuột 1% pin rồi từ 100 còn 99% mong được phản hồi,0;
303891,iPhone (Apple) ,23490000.0,27,https://www.dienmayxanh.com/dien-thoai/iphone-15-plus/danh-gia,5,Rất ổn áp,1;
"303891,iPhone (Apple) ,23490000.0,27,https://www.dienmayxanh.com/dien-thoai/iphone-15-plus/danh-gia,5,""Nhân viên nhiệt tình, máy xài êm 10đ"",1";
